origin,destination,year,month,lon_o,lat_o,lon_d,lat_d,flights,passengers
BRISBANE,SYDNEY,1993,10,153.1175,-27.3842,151.1753,-33.9399,1911,238134
DARWIN,SYDNEY,1993,10,130.8767,-12.4147,151.1753,-33.9399,5,413
HOBART,MELBOURNE,1993,10,147.51,-42.8361,144.843,-37.6733,606,51221
MELBOURNE,PERTH,1993,10,144.843,-37.6733,115.9672,-31.9403,489,57102
MELBOURNE,SYDNEY,1993,10,144.843,-37.6733,151.1753,-33.9399,2700,351428
PERTH,SYDNEY,1993,10,115.9672,-31.9403,151.1753,-33.9399,443,62547
ADELAIDE,BRISBANE,1993,11,138.5306,-34.945,153.1175,-27.3842,105,10367
ADELAIDE,DARWIN,1993,11,138.5306,-34.945,130.8767,-12.4147,82,7254
ADELAIDE,MELBOURNE,1993,11,138.5306,-34.945,144.843,-37.6733,997,101067
ADELAIDE,PERTH,1993,11,138.5306,-34.945,115.9672,-31.9403,269,27780
ADELAIDE,SYDNEY,1993,11,138.5306,-34.945,151.1753,-33.9399,736,78661
BRISBANE,DARWIN,1993,11,153.1175,-27.3842,130.8767,-12.4147,120,8869
BRISBANE,MELBOURNE,1993,11,153.1175,-27.3842,144.843,-37.6733,826,85008
BRISBANE,SYDNEY,1993,11,153.1175,-27.3842,151.1753,-33.9399,1811,222630
HOBART,MELBOURNE,1993,11,147.51,-42.8361,144.843,-37.6733,603,52019
MELBOURNE,PERTH,1993,11,144.843,-37.6733,115.9672,-31.9403,477,51631
MELBOURNE,SYDNEY,1993,11,144.843,-37.6733,151.1753,-33.9399,2612,358488
PERTH,SYDNEY,1993,11,115.9672,-31.9403,151.1753,-33.9399,427,55843
ADELAIDE,BRISBANE,1993,12,138.5306,-34.945,153.1175,-27.3842,108,10825
ADELAIDE,DARWIN,1993,12,138.5306,-34.945,130.8767,-12.4147,83,8036
ADELAIDE,MELBOURNE,1993,12,138.5306,-34.945,144.843,-37.6733,953,87124
ADELAIDE,PERTH,1993,12,138.5306,-34.945,115.9672,-31.9403,279,30359
ADELAIDE,SYDNEY,1993,12,138.5306,-34.945,151.1753,-33.9399,730,71722
BRISBANE,DARWIN,1993,12,153.1175,-27.3842,130.8767,-12.4147,129,10251
BRISBANE,MELBOURNE,1993,12,153.1175,-27.3842,144.843,-37.6733,855,89396
BRISBANE,PERTH,1993,12,153.1175,-27.3842,115.9672,-31.9403,10,1378
BRISBANE,SYDNEY,1993,12,153.1175,-27.3842,151.1753,-33.9399,1881,239161
DARWIN,SYDNEY,1993,12,130.8767,-12.4147,151.1753,-33.9399,1,0
HOBART,MELBOURNE,1993,12,147.51,-42.8361,144.843,-37.6733,650,56632
MELBOURNE,PERTH,1993,12,144.843,-37.6733,115.9672,-31.9403,504,59534
MELBOURNE,SYDNEY,1993,12,144.843,-37.6733,151.1753,-33.9399,2535,343130
PERTH,SYDNEY,1993,12,115.9672,-31.9403,151.1753,-33.9399,453,62735
ADELAIDE,BRISBANE,1994,1,138.5306,-34.945,153.1175,-27.3842,106,11719
ADELAIDE,DARWIN,1994,1,138.5306,-34.945,130.8767,-12.4147,86,8791
ADELAIDE,MELBOURNE,1994,1,138.5306,-34.945,144.843,-37.6733,901,92748
ADELAIDE,PERTH,1994,1,138.5306,-34.945,115.9672,-31.9403,261,32003
ADELAIDE,SYDNEY,1994,1,138.5306,-34.945,151.1753,-33.9399,709,78375
BRISBANE,DARWIN,1994,1,153.1175,-27.3842,130.8767,-12.4147,125,10847
BRISBANE,MELBOURNE,1994,1,153.1175,-27.3842,144.843,-37.6733,879,95677
BRISBANE,PERTH,1994,1,153.1175,-27.3842,115.9672,-31.9403,20,2622
BRISBANE,SYDNEY,1994,1,153.1175,-27.3842,151.1753,-33.9399,1856,247209
DARWIN,SYDNEY,1994,1,130.8767,-12.4147,151.1753,-33.9399,1,0
HOBART,MELBOURNE,1994,1,147.51,-42.8361,144.843,-37.6733,685,63794
MELBOURNE,PERTH,1994,1,144.843,-37.6733,115.9672,-31.9403,504,67630
MELBOURNE,SYDNEY,1994,1,144.843,-37.6733,151.1753,-33.9399,2328,336289
PERTH,SYDNEY,1994,1,115.9672,-31.9403,151.1753,-33.9399,447,68820
ADELAIDE,BRISBANE,1994,2,138.5306,-34.945,153.1175,-27.3842,96,8889
ADELAIDE,DARWIN,1994,2,138.5306,-34.945,130.8767,-12.4147,72,6025
ADELAIDE,MELBOURNE,1994,2,138.5306,-34.945,144.843,-37.6733,905,86512
ADELAIDE,PERTH,1994,2,138.5306,-34.945,115.9672,-31.9403,233,27066
ADELAIDE,SYDNEY,1994,2,138.5306,-34.945,151.1753,-33.9399,680,68297
BRISBANE,DARWIN,1994,2,153.1175,-27.3842,130.8767,-12.4147,112,8165
BRISBANE,MELBOURNE,1994,2,153.1175,-27.3842,144.843,-37.6733,768,80355
BRISBANE,SYDNEY,1994,2,153.1175,-27.3842,151.1753,-33.9399,1768,220030
HOBART,MELBOURNE,1994,2,147.51,-42.8361,144.843,-37.6733,559,53544
MELBOURNE,PERTH,1994,2,144.843,-37.6733,115.9672,-31.9403,445,52492
MELBOURNE,SYDNEY,1994,2,144.843,-37.6733,151.1753,-33.9399,2457,338539
PERTH,SYDNEY,1994,2,115.9672,-31.9403,151.1753,-33.9399,383,53510
ADELAIDE,BRISBANE,1994,3,138.5306,-34.945,153.1175,-27.3842,108,10336
ADELAIDE,DARWIN,1994,3,138.5306,-34.945,130.8767,-12.4147,84,6967
ADELAIDE,MELBOURNE,1994,3,138.5306,-34.945,144.843,-37.6733,1017,99840
ADELAIDE,PERTH,1994,3,138.5306,-34.945,115.9672,-31.9403,272,30422
ADELAIDE,SYDNEY,1994,3,138.5306,-34.945,151.1753,-33.9399,768,78268
BRISBANE,DARWIN,1994,3,153.1175,-27.3842,130.8767,-12.4147,124,12225
BRISBANE,MELBOURNE,1994,3,153.1175,-27.3842,144.843,-37.6733,906,93808
BRISBANE,SYDNEY,1994,3,153.1175,-27.3842,151.1753,-33.9399,1984,242634
DARWIN,SYDNEY,1994,3,130.8767,-12.4147,151.1753,-33.9399,10,725
HOBART,MELBOURNE,1994,3,147.51,-42.8361,144.843,-37.6733,665,59677
MELBOURNE,PERTH,1994,3,144.843,-37.6733,115.9672,-31.9403,501,59843
MELBOURNE,SYDNEY,1994,3,144.843,-37.6733,151.1753,-33.9399,2798,381577
PERTH,SYDNEY,1994,3,115.9672,-31.9403,151.1753,-33.9399,444,62441
ADELAIDE,BRISBANE,1994,4,138.5306,-34.945,153.1175,-27.3842,98,9315
ADELAIDE,DARWIN,1994,4,138.5306,-34.945,130.8767,-12.4147,92,7499
ADELAIDE,MELBOURNE,1994,4,138.5306,-34.945,144.843,-37.6733,1005,96804
ADELAIDE,PERTH,1994,4,138.5306,-34.945,115.9672,-31.9403,270,30394
ADELAIDE,SYDNEY,1994,4,138.5306,-34.945,151.1753,-33.9399,744,75096
BRISBANE,DARWIN,1994,4,153.1175,-27.3842,130.8767,-12.4147,120,9753
BRISBANE,MELBOURNE,1994,4,153.1175,-27.3842,144.843,-37.6733,920,93968
BRISBANE,PERTH,1994,4,153.1175,-27.3842,115.9672,-31.9403,8,692
BRISBANE,SYDNEY,1994,4,153.1175,-27.3842,151.1753,-33.9399,1880,232913
DARWIN,SYDNEY,1994,4,130.8767,-12.4147,151.1753,-33.9399,51,3201
HOBART,MELBOURNE,1994,4,147.51,-42.8361,144.843,-37.6733,643,53393
MELBOURNE,PERTH,1994,4,144.843,-37.6733,115.9672,-31.9403,474,54549
MELBOURNE,SYDNEY,1994,4,144.843,-37.6733,151.1753,-33.9399,2573,350894
PERTH,SYDNEY,1994,4,115.9672,-31.9403,151.1753,-33.9399,423,57247
ADELAIDE,BRISBANE,1994,5,138.5306,-34.945,153.1175,-27.3842,108,8981
ADELAIDE,DARWIN,1994,5,138.5306,-34.945,130.8767,-12.4147,86,7046
ADELAIDE,MELBOURNE,1994,5,138.5306,-34.945,144.843,-37.6733,1069,90980
ADELAIDE,PERTH,1994,5,138.5306,-34.945,115.9672,-31.9403,286,28749
ADELAIDE,SYDNEY,1994,5,138.5306,-34.945,151.1753,-33.9399,783,69803
BRISBANE,DARWIN,1994,5,153.1175,-27.3842,130.8767,-12.4147,124,11014
BRISBANE,MELBOURNE,1994,5,153.1175,-27.3842,144.843,-37.6733,950,83700
BRISBANE,PERTH,1994,5,153.1175,-27.3842,115.9672,-31.9403,8,471
BRISBANE,SYDNEY,1994,5,153.1175,-27.3842,151.1753,-33.9399,1932,209983
DARWIN,SYDNEY,1994,5,130.8767,-12.4147,151.1753,-33.9399,59,4167
HOBART,MELBOURNE,1994,5,147.51,-42.8361,144.843,-37.6733,649,50261
MELBOURNE,PERTH,1994,5,144.843,-37.6733,115.9672,-31.9403,491,50783
MELBOURNE,SYDNEY,1994,5,144.843,-37.6733,151.1753,-33.9399,2705,325020
PERTH,SYDNEY,1994,5,115.9672,-31.9403,151.1753,-33.9399,433,50983
ADELAIDE,BRISBANE,1994,6,138.5306,-34.945,153.1175,-27.3842,104,9177
ADELAIDE,DARWIN,1994,6,138.5306,-34.945,130.8767,-12.4147,85,8767
ADELAIDE,MELBOURNE,1994,6,138.5306,-34.945,144.843,-37.6733,1040,88416
ADELAIDE,PERTH,1994,6,138.5306,-34.945,115.9672,-31.9403,272,26770
ADELAIDE,SYDNEY,1994,6,138.5306,-34.945,151.1753,-33.9399,773,68936
BRISBANE,DARWIN,1994,6,153.1175,-27.3842,130.8767,-12.4147,122,13537
BRISBANE,MELBOURNE,1994,6,153.1175,-27.3842,144.843,-37.6733,940,91050
BRISBANE,PERTH,1994,6,153.1175,-27.3842,115.9672,-31.9403,7,596
BRISBANE,SYDNEY,1994,6,153.1175,-27.3842,151.1753,-33.9399,1918,228861
DARWIN,SYDNEY,1994,6,130.8767,-12.4147,151.1753,-33.9399,58,5564
HOBART,MELBOURNE,1994,6,147.51,-42.8361,144.843,-37.6733,632,45006
MELBOURNE,PERTH,1994,6,144.843,-37.6733,115.9672,-31.9403,479,49836
MELBOURNE,SYDNEY,1994,6,144.843,-37.6733,151.1753,-33.9399,2714,339980
PERTH,SYDNEY,1994,6,115.9672,-31.9403,151.1753,-33.9399,425,53259
ADELAIDE,BRISBANE,1994,7,138.5306,-34.945,153.1175,-27.3842,104,10353
ADELAIDE,DARWIN,1994,7,138.5306,-34.945,130.8767,-12.4147,108,11931
ADELAIDE,MELBOURNE,1994,7,138.5306,-34.945,144.843,-37.6733,1088,99018
ADELAIDE,PERTH,1994,7,138.5306,-34.945,115.9672,-31.9403,302,32974
ADELAIDE,SYDNEY,1994,7,138.5306,-34.945,151.1753,-33.9399,812,81706
BRISBANE,DARWIN,1994,7,153.1175,-27.3842,130.8767,-12.4147,132,16347
BRISBANE,MELBOURNE,1994,7,153.1175,-27.3842,144.843,-37.6733,1014,105923
BRISBANE,PERTH,1994,7,153.1175,-27.3842,115.9672,-31.9403,14,1269
BRISBANE,SYDNEY,1994,7,153.1175,-27.3842,151.1753,-33.9399,2093,252877
DARWIN,MELBOURNE,1994,7,130.8767,-12.4147,144.843,-37.6733,3,158
DARWIN,SYDNEY,1994,7,130.8767,-12.4147,151.1753,-33.9399,63,5889
HOBART,MELBOURNE,1994,7,147.51,-42.8361,144.843,-37.6733,659,50524
HOBART,SYDNEY,1994,7,147.51,-42.8361,151.1753,-33.9399,123,7606
MELBOURNE,PERTH,1994,7,144.843,-37.6733,115.9672,-31.9403,484,61458
MELBOURNE,SYDNEY,1994,7,144.843,-37.6733,151.1753,-33.9399,2922,370445
PERTH,SYDNEY,1994,7,115.9672,-31.9403,151.1753,-33.9399,438,60077
ADELAIDE,BRISBANE,1994,8,138.5306,-34.945,153.1175,-27.3842,108,10089
ADELAIDE,DARWIN,1994,8,138.5306,-34.945,130.8767,-12.4147,109,10964
ADELAIDE,MELBOURNE,1994,8,138.5306,-34.945,144.843,-37.6733,1077,96616
ADELAIDE,PERTH,1994,8,138.5306,-34.945,115.9672,-31.9403,305,29732
ADELAIDE,SYDNEY,1994,8,138.5306,-34.945,151.1753,-33.9399,799,76963
BRISBANE,DARWIN,1994,8,153.1175,-27.3842,130.8767,-12.4147,125,14705
BRISBANE,MELBOURNE,1994,8,153.1175,-27.3842,144.843,-37.6733,994,100949
BRISBANE,PERTH,1994,8,153.1175,-27.3842,115.9672,-31.9403,8,756
BRISBANE,SYDNEY,1994,8,153.1175,-27.3842,151.1753,-33.9399,2075,244588
DARWIN,MELBOURNE,1994,8,130.8767,-12.4147,144.843,-37.6733,1,178
DARWIN,SYDNEY,1994,8,130.8767,-12.4147,151.1753,-33.9399,59,5049
HOBART,MELBOURNE,1994,8,147.51,-42.8361,144.843,-37.6733,654,50277
HOBART,SYDNEY,1994,8,147.51,-42.8361,151.1753,-33.9399,122,7486
MELBOURNE,PERTH,1994,8,144.843,-37.6733,115.9672,-31.9403,481,55316
MELBOURNE,SYDNEY,1994,8,144.843,-37.6733,151.1753,-33.9399,2930,355314
PERTH,SYDNEY,1994,8,115.9672,-31.9403,151.1753,-33.9399,437,55392
ADELAIDE,BRISBANE,1994,9,138.5306,-34.945,153.1175,-27.3842,104,10852
ADELAIDE,DARWIN,1994,9,138.5306,-34.945,130.8767,-12.4147,107,10204
ADELAIDE,MELBOURNE,1994,9,138.5306,-34.945,144.843,-37.6733,1043,100864
ADELAIDE,PERTH,1994,9,138.5306,-34.945,115.9672,-31.9403,289,33017
ADELAIDE,SYDNEY,1994,9,138.5306,-34.945,151.1753,-33.9399,786,80874
BRISBANE,DARWIN,1994,9,153.1175,-27.3842,130.8767,-12.4147,122,13211
BRISBANE,MELBOURNE,1994,9,153.1175,-27.3842,144.843,-37.6733,981,107475
BRISBANE,PERTH,1994,9,153.1175,-27.3842,115.9672,-31.9403,7,708
BRISBANE,SYDNEY,1994,9,153.1175,-27.3842,151.1753,-33.9399,2093,251599
DARWIN,SYDNEY,1994,9,130.8767,-12.4147,151.1753,-33.9399,60,5106
HOBART,MELBOURNE,1994,9,147.51,-42.8361,144.843,-37.6733,649,56053
HOBART,SYDNEY,1994,9,147.51,-42.8361,151.1753,-33.9399,118,8240
MELBOURNE,PERTH,1994,9,144.843,-37.6733,115.9672,-31.9403,495,65563
MELBOURNE,SYDNEY,1994,9,144.843,-37.6733,151.1753,-33.9399,2896,380053
PERTH,SYDNEY,1994,9,115.9672,-31.9403,151.1753,-33.9399,429,62253
ADELAIDE,BRISBANE,1994,10,138.5306,-34.945,153.1175,-27.3842,105,11240
ADELAIDE,DARWIN,1994,10,138.5306,-34.945,130.8767,-12.4147,110,10107
ADELAIDE,MELBOURNE,1994,10,138.5306,-34.945,144.843,-37.6733,1076,109536
ADELAIDE,PERTH,1994,10,138.5306,-34.945,115.9672,-31.9403,302,35571
ADELAIDE,SYDNEY,1994,10,138.5306,-34.945,151.1753,-33.9399,794,83866
BRISBANE,DARWIN,1994,10,153.1175,-27.3842,130.8767,-12.4147,125,12845
BRISBANE,MELBOURNE,1994,10,153.1175,-27.3842,144.843,-37.6733,1007,111116
BRISBANE,PERTH,1994,10,153.1175,-27.3842,115.9672,-31.9403,14,1692
BRISBANE,SYDNEY,1994,10,153.1175,-27.3842,151.1753,-33.9399,2136,262775
DARWIN,MELBOURNE,1994,10,130.8767,-12.4147,144.843,-37.6733,2,187
DARWIN,SYDNEY,1994,10,130.8767,-12.4147,151.1753,-33.9399,60,4699
HOBART,MELBOURNE,1994,10,147.51,-42.8361,144.843,-37.6733,651,55139
HOBART,SYDNEY,1994,10,147.51,-42.8361,151.1753,-33.9399,124,8504
MELBOURNE,PERTH,1994,10,144.843,-37.6733,115.9672,-31.9403,515,71976
MELBOURNE,SYDNEY,1994,10,144.843,-37.6733,151.1753,-33.9399,2849,393723
PERTH,SYDNEY,1994,10,115.9672,-31.9403,151.1753,-33.9399,437,66456
ADELAIDE,BRISBANE,1994,11,138.5306,-34.945,153.1175,-27.3842,110,10658
ADELAIDE,DARWIN,1994,11,138.5306,-34.945,130.8767,-12.4147,84,7508
ADELAIDE,MELBOURNE,1994,11,138.5306,-34.945,144.843,-37.6733,1076,108229
ADELAIDE,PERTH,1994,11,138.5306,-34.945,115.9672,-31.9403,285,31903
ADELAIDE,SYDNEY,1994,11,138.5306,-34.945,151.1753,-33.9399,835,87027
BRISBANE,DARWIN,1994,11,153.1175,-27.3842,130.8767,-12.4147,117,10084
BRISBANE,MELBOURNE,1994,11,153.1175,-27.3842,144.843,-37.6733,972,98435
BRISBANE,PERTH,1994,11,153.1175,-27.3842,115.9672,-31.9403,8,877
BRISBANE,SYDNEY,1994,11,153.1175,-27.3842,151.1753,-33.9399,2032,238614
DARWIN,SYDNEY,1994,11,130.8767,-12.4147,151.1753,-33.9399,47,3639
HOBART,MELBOURNE,1994,11,147.51,-42.8361,144.843,-37.6733,641,56685
HOBART,SYDNEY,1994,11,147.51,-42.8361,151.1753,-33.9399,119,8259
MELBOURNE,PERTH,1994,11,144.843,-37.6733,115.9672,-31.9403,473,62351
MELBOURNE,SYDNEY,1994,11,144.843,-37.6733,151.1753,-33.9399,2824,386184
PERTH,SYDNEY,1994,11,115.9672,-31.9403,151.1753,-33.9399,413,58893
ADELAIDE,BRISBANE,1994,12,138.5306,-34.945,153.1175,-27.3842,111,10816
ADELAIDE,DARWIN,1994,12,138.5306,-34.945,130.8767,-12.4147,87,7792
ADELAIDE,MELBOURNE,1994,12,138.5306,-34.945,144.843,-37.6733,1042,91687
ADELAIDE,PERTH,1994,12,138.5306,-34.945,115.9672,-31.9403,299,33044
ADELAIDE,SYDNEY,1994,12,138.5306,-34.945,151.1753,-33.9399,824,77031
BRISBANE,DARWIN,1994,12,153.1175,-27.3842,130.8767,-12.4147,125,10898
BRISBANE,MELBOURNE,1994,12,153.1175,-27.3842,144.843,-37.6733,1020,102371
BRISBANE,PERTH,1994,12,153.1175,-27.3842,115.9672,-31.9403,14,1624
BRISBANE,SYDNEY,1994,12,153.1175,-27.3842,151.1753,-33.9399,2130,242004
DARWIN,SYDNEY,1994,12,130.8767,-12.4147,151.1753,-33.9399,57,4526
HOBART,MELBOURNE,1994,12,147.51,-42.8361,144.843,-37.6733,716,60324
HOBART,SYDNEY,1994,12,147.51,-42.8361,151.1753,-33.9399,145,10746
MELBOURNE,PERTH,1994,12,144.843,-37.6733,115.9672,-31.9403,515,66922
MELBOURNE,SYDNEY,1994,12,144.843,-37.6733,151.1753,-33.9399,2771,357756
PERTH,SYDNEY,1994,12,115.9672,-31.9403,151.1753,-33.9399,447,64510
ADELAIDE,BRISBANE,1995,1,138.5306,-34.945,153.1175,-27.3842,116,12949
ADELAIDE,DARWIN,1995,1,138.5306,-34.945,130.8767,-12.4147,86,8841
ADELAIDE,MELBOURNE,1995,1,138.5306,-34.945,144.843,-37.6733,987,102995
ADELAIDE,PERTH,1995,1,138.5306,-34.945,115.9672,-31.9403,305,37900
ADELAIDE,SYDNEY,1995,1,138.5306,-34.945,151.1753,-33.9399,828,87112
BRISBANE,DARWIN,1995,1,153.1175,-27.3842,130.8767,-12.4147,123,12065
BRISBANE,HOBART,1995,1,153.1175,-27.3842,147.51,-42.8361,1,124
BRISBANE,MELBOURNE,1995,1,153.1175,-27.3842,144.843,-37.6733,987,110400
BRISBANE,PERTH,1995,1,153.1175,-27.3842,115.9672,-31.9403,18,2386
BRISBANE,SYDNEY,1995,1,153.1175,-27.3842,151.1753,-33.9399,2110,265408
DARWIN,MELBOURNE,1995,1,130.8767,-12.4147,144.843,-37.6733,1,27
DARWIN,SYDNEY,1995,1,130.8767,-12.4147,151.1753,-33.9399,52,4313
HOBART,MELBOURNE,1995,1,147.51,-42.8361,144.843,-37.6733,840,72938
HOBART,SYDNEY,1995,1,147.51,-42.8361,151.1753,-33.9399,233,18718
MELBOURNE,PERTH,1995,1,144.843,-37.6733,115.9672,-31.9403,502,77108
MELBOURNE,SYDNEY,1995,1,144.843,-37.6733,151.1753,-33.9399,2511,369347
PERTH,SYDNEY,1995,1,115.9672,-31.9403,151.1753,-33.9399,444,74334
ADELAIDE,BRISBANE,1995,2,138.5306,-34.945,153.1175,-27.3842,103,9338
ADELAIDE,DARWIN,1995,2,138.5306,-34.945,130.8767,-12.4147,74,5509
ADELAIDE,MELBOURNE,1995,2,138.5306,-34.945,144.843,-37.6733,984,93916
ADELAIDE,PERTH,1995,2,138.5306,-34.945,115.9672,-31.9403,269,31295
ADELAIDE,SYDNEY,1995,2,138.5306,-34.945,151.1753,-33.9399,759,74166
BRISBANE,DARWIN,1995,2,153.1175,-27.3842,130.8767,-12.4147,112,9202
BRISBANE,MELBOURNE,1995,2,153.1175,-27.3842,144.843,-37.6733,934,93342
BRISBANE,PERTH,1995,2,153.1175,-27.3842,115.9672,-31.9403,8,782
BRISBANE,SYDNEY,1995,2,153.1175,-27.3842,151.1753,-33.9399,1934,219512
DARWIN,SYDNEY,1995,2,130.8767,-12.4147,151.1753,-33.9399,48,3382
HOBART,MELBOURNE,1995,2,147.51,-42.8361,144.843,-37.6733,623,59417
HOBART,SYDNEY,1995,2,147.51,-42.8361,151.1753,-33.9399,127,8395
MELBOURNE,PERTH,1995,2,144.843,-37.6733,115.9672,-31.9403,448,58779
MELBOURNE,SYDNEY,1995,2,144.843,-37.6733,151.1753,-33.9399,2663,365356
PERTH,SYDNEY,1995,2,115.9672,-31.9403,151.1753,-33.9399,395,57295
ADELAIDE,BRISBANE,1995,3,138.5306,-34.945,153.1175,-27.3842,116,9989
ADELAIDE,DARWIN,1995,3,138.5306,-34.945,130.8767,-12.4147,84,6343
ADELAIDE,MELBOURNE,1995,3,138.5306,-34.945,144.843,-37.6733,1076,102199
ADELAIDE,PERTH,1995,3,138.5306,-34.945,115.9672,-31.9403,300,32048
ADELAIDE,SYDNEY,1995,3,138.5306,-34.945,151.1753,-33.9399,831,80012
BRISBANE,DARWIN,1995,3,153.1175,-27.3842,130.8767,-12.4147,123,12453
BRISBANE,MELBOURNE,1995,3,153.1175,-27.3842,144.843,-37.6733,1020,98919
BRISBANE,PERTH,1995,3,153.1175,-27.3842,115.9672,-31.9403,1,53
BRISBANE,SYDNEY,1995,3,153.1175,-27.3842,151.1753,-33.9399,2147,234309
DARWIN,SYDNEY,1995,3,130.8767,-12.4147,151.1753,-33.9399,44,3405
HOBART,MELBOURNE,1995,3,147.51,-42.8361,144.843,-37.6733,668,65435
HOBART,SYDNEY,1995,3,147.51,-42.8361,151.1753,-33.9399,129,7734
MELBOURNE,PERTH,1995,3,144.843,-37.6733,115.9672,-31.9403,499,60597
MELBOURNE,SYDNEY,1995,3,144.843,-37.6733,151.1753,-33.9399,2906,391701
PERTH,SYDNEY,1995,3,115.9672,-31.9403,151.1753,-33.9399,446,58661
ADELAIDE,BRISBANE,1995,4,138.5306,-34.945,153.1175,-27.3842,106,10790
ADELAIDE,DARWIN,1995,4,138.5306,-34.945,130.8767,-12.4147,121,9038
ADELAIDE,MELBOURNE,1995,4,138.5306,-34.945,144.843,-37.6733,1051,102076
ADELAIDE,PERTH,1995,4,138.5306,-34.945,115.9672,-31.9403,289,31994
ADELAIDE,SYDNEY,1995,4,138.5306,-34.945,151.1753,-33.9399,821,83573
BRISBANE,DARWIN,1995,4,153.1175,-27.3842,130.8767,-12.4147,130,11886
BRISBANE,MELBOURNE,1995,4,153.1175,-27.3842,144.843,-37.6733,1014,105586
BRISBANE,PERTH,1995,4,153.1175,-27.3842,115.9672,-31.9403,9,885
BRISBANE,SYDNEY,1995,4,153.1175,-27.3842,151.1753,-33.9399,2153,245157
DARWIN,SYDNEY,1995,4,130.8767,-12.4147,151.1753,-33.9399,75,5212
HOBART,MELBOURNE,1995,4,147.51,-42.8361,144.843,-37.6733,633,61476
HOBART,SYDNEY,1995,4,147.51,-42.8361,151.1753,-33.9399,120,6670
MELBOURNE,PERTH,1995,4,144.843,-37.6733,115.9672,-31.9403,491,63779
MELBOURNE,SYDNEY,1995,4,144.843,-37.6733,151.1753,-33.9399,2732,365423
PERTH,SYDNEY,1995,4,115.9672,-31.9403,151.1753,-33.9399,470,64404
ADELAIDE,BRISBANE,1995,5,138.5306,-34.945,153.1175,-27.3842,116,10309
ADELAIDE,DARWIN,1995,5,138.5306,-34.945,130.8767,-12.4147,119,8814
ADELAIDE,MELBOURNE,1995,5,138.5306,-34.945,144.843,-37.6733,1115,99000
ADELAIDE,PERTH,1995,5,138.5306,-34.945,115.9672,-31.9403,302,29519
ADELAIDE,SYDNEY,1995,5,138.5306,-34.945,151.1753,-33.9399,841,76980
BRISBANE,DARWIN,1995,5,153.1175,-27.3842,130.8767,-12.4147,133,12360
BRISBANE,MELBOURNE,1995,5,153.1175,-27.3842,144.843,-37.6733,1055,95969
BRISBANE,PERTH,1995,5,153.1175,-27.3842,115.9672,-31.9403,8,656
BRISBANE,SYDNEY,1995,5,153.1175,-27.3842,151.1753,-33.9399,2205,225653
DARWIN,MELBOURNE,1995,5,130.8767,-12.4147,144.843,-37.6733,1,68
DARWIN,SYDNEY,1995,5,130.8767,-12.4147,151.1753,-33.9399,82,5908
HOBART,MELBOURNE,1995,5,147.51,-42.8361,144.843,-37.6733,643,51957
HOBART,SYDNEY,1995,5,147.51,-42.8361,151.1753,-33.9399,119,6057
MELBOURNE,PERTH,1995,5,144.843,-37.6733,115.9672,-31.9403,501,57217
MELBOURNE,SYDNEY,1995,5,144.843,-37.6733,151.1753,-33.9399,2920,354047
PERTH,SYDNEY,1995,5,115.9672,-31.9403,151.1753,-33.9399,485,56502
ADELAIDE,BRISBANE,1995,6,138.5306,-34.945,153.1175,-27.3842,113,10790
ADELAIDE,DARWIN,1995,6,138.5306,-34.945,130.8767,-12.4147,116,11133
ADELAIDE,MELBOURNE,1995,6,138.5306,-34.945,144.843,-37.6733,1084,96510
ADELAIDE,PERTH,1995,6,138.5306,-34.945,115.9672,-31.9403,299,27214
ADELAIDE,SYDNEY,1995,6,138.5306,-34.945,151.1753,-33.9399,843,76024
BRISBANE,DARWIN,1995,6,153.1175,-27.3842,130.8767,-12.4147,128,13634
BRISBANE,MELBOURNE,1995,6,153.1175,-27.3842,144.843,-37.6733,1017,100209
BRISBANE,PERTH,1995,6,153.1175,-27.3842,115.9672,-31.9403,8,573
BRISBANE,SYDNEY,1995,6,153.1175,-27.3842,151.1753,-33.9399,2197,244342
DARWIN,MELBOURNE,1995,6,130.8767,-12.4147,144.843,-37.6733,1,108
DARWIN,SYDNEY,1995,6,130.8767,-12.4147,151.1753,-33.9399,84,7141
HOBART,MELBOURNE,1995,6,147.51,-42.8361,144.843,-37.6733,628,52412
HOBART,SYDNEY,1995,6,147.51,-42.8361,151.1753,-33.9399,92,5348
MELBOURNE,PERTH,1995,6,144.843,-37.6733,115.9672,-31.9403,484,53857
MELBOURNE,SYDNEY,1995,6,144.843,-37.6733,151.1753,-33.9399,2834,351651
PERTH,SYDNEY,1995,6,115.9672,-31.9403,151.1753,-33.9399,471,54790
ADELAIDE,BRISBANE,1995,7,138.5306,-34.945,153.1175,-27.3842,125,12148
ADELAIDE,DARWIN,1995,7,138.5306,-34.945,130.8767,-12.4147,158,16743
ADELAIDE,MELBOURNE,1995,7,138.5306,-34.945,144.843,-37.6733,1145,106018
ADELAIDE,PERTH,1995,7,138.5306,-34.945,115.9672,-31.9403,363,33030
ADELAIDE,SYDNEY,1995,7,138.5306,-34.945,151.1753,-33.9399,903,86635
BRISBANE,DARWIN,1995,7,153.1175,-27.3842,130.8767,-12.4147,135,16981
BRISBANE,MELBOURNE,1995,7,153.1175,-27.3842,144.843,-37.6733,1119,113934
BRISBANE,PERTH,1995,7,153.1175,-27.3842,115.9672,-31.9403,14,1153
BRISBANE,SYDNEY,1995,7,153.1175,-27.3842,151.1753,-33.9399,2274,262832
