origin,destination,year,month,lon_o,lat_o,lon_d,lat_d,flights,passengers
HOBART,MELBOURNE,2011,3,147.51,-42.8361,144.843,-37.6733,792,115210
HOBART,SYDNEY,2011,3,147.51,-42.8361,151.1753,-33.9399,375,45712
MELBOURNE,PERTH,2011,3,144.843,-37.6733,115.9672,-31.9403,994,162610
MELBOURNE,SYDNEY,2011,3,144.843,-37.6733,151.1753,-33.9399,4485,693360
PERTH,SYDNEY,2011,3,115.9672,-31.9403,151.1753,-33.9399,837,144338
ADELAIDE,BRISBANE,2011,4,138.5306,-34.945,153.1175,-27.3842,439,56495
ADELAIDE,MELBOURNE,2011,4,138.5306,-34.945,144.843,-37.6733,1620,197032
ADELAIDE,PERTH,2011,4,138.5306,-34.945,115.9672,-31.9403,456,50204
ADELAIDE,SYDNEY,2011,4,138.5306,-34.945,151.1753,-33.9399,1098,153364
BRISBANE,DARWIN,2011,4,153.1175,-27.3842,130.8767,-12.4147,198,30509
BRISBANE,HOBART,2011,4,153.1175,-27.3842,147.51,-42.8361,0,0
BRISBANE,MELBOURNE,2011,4,153.1175,-27.3842,144.843,-37.6733,2031,268808
BRISBANE,PERTH,2011,4,153.1175,-27.3842,115.9672,-31.9403,405,70929
BRISBANE,SYDNEY,2011,4,153.1175,-27.3842,151.1753,-33.9399,2609,376610
DARWIN,MELBOURNE,2011,4,130.8767,-12.4147,144.843,-37.6733,154,24037
DARWIN,PERTH,2011,4,130.8767,-12.4147,115.9672,-31.9403,150,12014
DARWIN,SYDNEY,2011,4,130.8767,-12.4147,151.1753,-33.9399,0,0
HOBART,MELBOURNE,2011,4,147.51,-42.8361,144.843,-37.6733,652,99719
HOBART,SYDNEY,2011,4,147.51,-42.8361,151.1753,-33.9399,298,39470
MELBOURNE,PERTH,2011,4,144.843,-37.6733,115.9672,-31.9403,988,162194
MELBOURNE,SYDNEY,2011,4,144.843,-37.6733,151.1753,-33.9399,4297,667220
PERTH,SYDNEY,2011,4,115.9672,-31.9403,151.1753,-33.9399,804,144101
ADELAIDE,BRISBANE,2011,5,138.5306,-34.945,153.1175,-27.3842,449,56508
ADELAIDE,MELBOURNE,2011,5,138.5306,-34.945,144.843,-37.6733,1647,191351
ADELAIDE,PERTH,2011,5,138.5306,-34.945,115.9672,-31.9403,458,48879
ADELAIDE,SYDNEY,2011,5,138.5306,-34.945,151.1753,-33.9399,1108,142769
BRISBANE,DARWIN,2011,5,153.1175,-27.3842,130.8767,-12.4147,194,33131
BRISBANE,HOBART,2011,5,153.1175,-27.3842,147.51,-42.8361,0,0
BRISBANE,MELBOURNE,2011,5,153.1175,-27.3842,144.843,-37.6733,2000,251744
BRISBANE,PERTH,2011,5,153.1175,-27.3842,115.9672,-31.9403,409,70003
BRISBANE,SYDNEY,2011,5,153.1175,-27.3842,151.1753,-33.9399,2696,363403
DARWIN,MELBOURNE,2011,5,130.8767,-12.4147,144.843,-37.6733,171,24742
DARWIN,PERTH,2011,5,130.8767,-12.4147,115.9672,-31.9403,154,13152
DARWIN,SYDNEY,2011,5,130.8767,-12.4147,151.1753,-33.9399,0,0
HOBART,MELBOURNE,2011,5,147.51,-42.8361,144.843,-37.6733,655,94581
HOBART,SYDNEY,2011,5,147.51,-42.8361,151.1753,-33.9399,285,33510
MELBOURNE,PERTH,2011,5,144.843,-37.6733,115.9672,-31.9403,1017,157016
MELBOURNE,SYDNEY,2011,5,144.843,-37.6733,151.1753,-33.9399,4374,644570
PERTH,SYDNEY,2011,5,115.9672,-31.9403,151.1753,-33.9399,787,136921
ADELAIDE,BRISBANE,2011,6,138.5306,-34.945,153.1175,-27.3842,397,49048
ADELAIDE,MELBOURNE,2011,6,138.5306,-34.945,144.843,-37.6733,1473,164263
ADELAIDE,PERTH,2011,6,138.5306,-34.945,115.9672,-31.9403,415,41422
ADELAIDE,SYDNEY,2011,6,138.5306,-34.945,151.1753,-33.9399,974,122202
BRISBANE,DARWIN,2011,6,153.1175,-27.3842,130.8767,-12.4147,189,34463
BRISBANE,HOBART,2011,6,153.1175,-27.3842,147.51,-42.8361,0,0
BRISBANE,MELBOURNE,2011,6,153.1175,-27.3842,144.843,-37.6733,1826,242072
BRISBANE,PERTH,2011,6,153.1175,-27.3842,115.9672,-31.9403,373,63227
BRISBANE,SYDNEY,2011,6,153.1175,-27.3842,151.1753,-33.9399,2530,355005
DARWIN,MELBOURNE,2011,6,130.8767,-12.4147,144.843,-37.6733,159,26262
DARWIN,PERTH,2011,6,130.8767,-12.4147,115.9672,-31.9403,146,14461
DARWIN,SYDNEY,2011,6,130.8767,-12.4147,151.1753,-33.9399,0,0
HOBART,MELBOURNE,2011,6,147.51,-42.8361,144.843,-37.6733,559,77607
HOBART,SYDNEY,2011,6,147.51,-42.8361,151.1753,-33.9399,244,27252
MELBOURNE,PERTH,2011,6,144.843,-37.6733,115.9672,-31.9403,890,141586
MELBOURNE,SYDNEY,2011,6,144.843,-37.6733,151.1753,-33.9399,4093,589656
PERTH,SYDNEY,2011,6,115.9672,-31.9403,151.1753,-33.9399,704,126460
ADELAIDE,BRISBANE,2011,7,138.5306,-34.945,153.1175,-27.3842,457,58834
ADELAIDE,MELBOURNE,2011,7,138.5306,-34.945,144.843,-37.6733,1506,183681
ADELAIDE,PERTH,2011,7,138.5306,-34.945,115.9672,-31.9403,478,49608
ADELAIDE,SYDNEY,2011,7,138.5306,-34.945,151.1753,-33.9399,1097,146404
BRISBANE,DARWIN,2011,7,153.1175,-27.3842,130.8767,-12.4147,229,38539
BRISBANE,HOBART,2011,7,153.1175,-27.3842,147.51,-42.8361,0,0
BRISBANE,MELBOURNE,2011,7,153.1175,-27.3842,144.843,-37.6733,1902,269726
BRISBANE,PERTH,2011,7,153.1175,-27.3842,115.9672,-31.9403,446,74384
BRISBANE,SYDNEY,2011,7,153.1175,-27.3842,151.1753,-33.9399,2614,392347
DARWIN,MELBOURNE,2011,7,130.8767,-12.4147,144.843,-37.6733,199,33490
DARWIN,PERTH,2011,7,130.8767,-12.4147,115.9672,-31.9403,154,17086
DARWIN,SYDNEY,2011,7,130.8767,-12.4147,151.1753,-33.9399,0,0
HOBART,MELBOURNE,2011,7,147.51,-42.8361,144.843,-37.6733,637,85923
HOBART,SYDNEY,2011,7,147.51,-42.8361,151.1753,-33.9399,301,32986
MELBOURNE,PERTH,2011,7,144.843,-37.6733,115.9672,-31.9403,901,157677
MELBOURNE,SYDNEY,2011,7,144.843,-37.6733,151.1753,-33.9399,4069,648055
PERTH,SYDNEY,2011,7,115.9672,-31.9403,151.1753,-33.9399,811,151022
ADELAIDE,BRISBANE,2011,8,138.5306,-34.945,153.1175,-27.3842,468,58245
ADELAIDE,MELBOURNE,2011,8,138.5306,-34.945,144.843,-37.6733,1496,173572
ADELAIDE,PERTH,2011,8,138.5306,-34.945,115.9672,-31.9403,480,48087
ADELAIDE,SYDNEY,2011,8,138.5306,-34.945,151.1753,-33.9399,1056,135625
BRISBANE,DARWIN,2011,8,153.1175,-27.3842,130.8767,-12.4147,207,33913
BRISBANE,HOBART,2011,8,153.1175,-27.3842,147.51,-42.8361,0,0
BRISBANE,MELBOURNE,2011,8,153.1175,-27.3842,144.843,-37.6733,1945,260431
BRISBANE,PERTH,2011,8,153.1175,-27.3842,115.9672,-31.9403,449,72444
BRISBANE,SYDNEY,2011,8,153.1175,-27.3842,151.1753,-33.9399,2619,378024
DARWIN,MELBOURNE,2011,8,130.8767,-12.4147,144.843,-37.6733,190,30111
DARWIN,PERTH,2011,8,130.8767,-12.4147,115.9672,-31.9403,154,15237
DARWIN,SYDNEY,2011,8,130.8767,-12.4147,151.1753,-33.9399,0,0
HOBART,MELBOURNE,2011,8,147.51,-42.8361,144.843,-37.6733,612,84825
HOBART,SYDNEY,2011,8,147.51,-42.8361,151.1753,-33.9399,279,31125
MELBOURNE,PERTH,2011,8,144.843,-37.6733,115.9672,-31.9403,905,151758
MELBOURNE,SYDNEY,2011,8,144.843,-37.6733,151.1753,-33.9399,4325,643990
PERTH,SYDNEY,2011,8,115.9672,-31.9403,151.1753,-33.9399,806,142789
ADELAIDE,BRISBANE,2011,9,138.5306,-34.945,153.1175,-27.3842,451,57568
ADELAIDE,MELBOURNE,2011,9,138.5306,-34.945,144.843,-37.6733,1426,167796
ADELAIDE,PERTH,2011,9,138.5306,-34.945,115.9672,-31.9403,460,48794
ADELAIDE,SYDNEY,2011,9,138.5306,-34.945,151.1753,-33.9399,1040,140073
BRISBANE,DARWIN,2011,9,153.1175,-27.3842,130.8767,-12.4147,189,31824
BRISBANE,HOBART,2011,9,153.1175,-27.3842,147.51,-42.8361,0,0
BRISBANE,MELBOURNE,2011,9,153.1175,-27.3842,144.843,-37.6733,1966,268992
BRISBANE,PERTH,2011,9,153.1175,-27.3842,115.9672,-31.9403,430,76696
BRISBANE,SYDNEY,2011,9,153.1175,-27.3842,151.1753,-33.9399,2513,375854
DARWIN,MELBOURNE,2011,9,130.8767,-12.4147,144.843,-37.6733,162,26092
DARWIN,PERTH,2011,9,130.8767,-12.4147,115.9672,-31.9403,150,13904
DARWIN,SYDNEY,2011,9,130.8767,-12.4147,151.1753,-33.9399,0,0
HOBART,MELBOURNE,2011,9,147.51,-42.8361,144.843,-37.6733,614,85259
HOBART,SYDNEY,2011,9,147.51,-42.8361,151.1753,-33.9399,294,36014
MELBOURNE,PERTH,2011,9,144.843,-37.6733,115.9672,-31.9403,914,148872
MELBOURNE,SYDNEY,2011,9,144.843,-37.6733,151.1753,-33.9399,4188,629277
PERTH,SYDNEY,2011,9,115.9672,-31.9403,151.1753,-33.9399,766,146749
ADELAIDE,BRISBANE,2011,10,138.5306,-34.945,153.1175,-27.3842,450,62446
ADELAIDE,MELBOURNE,2011,10,138.5306,-34.945,144.843,-37.6733,1466,179183
ADELAIDE,PERTH,2011,10,138.5306,-34.945,115.9672,-31.9403,454,51210
ADELAIDE,SYDNEY,2011,10,138.5306,-34.945,151.1753,-33.9399,1011,147850
BRISBANE,DARWIN,2011,10,153.1175,-27.3842,130.8767,-12.4147,183,31059
BRISBANE,HOBART,2011,10,153.1175,-27.3842,147.51,-42.8361,0,0
BRISBANE,MELBOURNE,2011,10,153.1175,-27.3842,144.843,-37.6733,2041,286730
BRISBANE,PERTH,2011,10,153.1175,-27.3842,115.9672,-31.9403,439,81718
BRISBANE,SYDNEY,2011,10,153.1175,-27.3842,151.1753,-33.9399,2481,374484
DARWIN,MELBOURNE,2011,10,130.8767,-12.4147,144.843,-37.6733,165,26591
DARWIN,PERTH,2011,10,130.8767,-12.4147,115.9672,-31.9403,135,14949
DARWIN,SYDNEY,2011,10,130.8767,-12.4147,151.1753,-33.9399,0,0
HOBART,MELBOURNE,2011,10,147.51,-42.8361,144.843,-37.6733,657,92687
HOBART,SYDNEY,2011,10,147.51,-42.8361,151.1753,-33.9399,307,38528
MELBOURNE,PERTH,2011,10,144.843,-37.6733,115.9672,-31.9403,904,155471
MELBOURNE,SYDNEY,2011,10,144.843,-37.6733,151.1753,-33.9399,4210,657964
PERTH,SYDNEY,2011,10,115.9672,-31.9403,151.1753,-33.9399,765,149640
ADELAIDE,BRISBANE,2011,11,138.5306,-34.945,153.1175,-27.3842,448,59191
ADELAIDE,MELBOURNE,2011,11,138.5306,-34.945,144.843,-37.6733,1368,168437
ADELAIDE,PERTH,2011,11,138.5306,-34.945,115.9672,-31.9403,428,50740
ADELAIDE,SYDNEY,2011,11,138.5306,-34.945,151.1753,-33.9399,1033,145716
BRISBANE,DARWIN,2011,11,153.1175,-27.3842,130.8767,-12.4147,180,28165
BRISBANE,HOBART,2011,11,153.1175,-27.3842,147.51,-42.8361,0,0
BRISBANE,MELBOURNE,2011,11,153.1175,-27.3842,144.843,-37.6733,2004,267714
BRISBANE,PERTH,2011,11,153.1175,-27.3842,115.9672,-31.9403,429,78849
BRISBANE,SYDNEY,2011,11,153.1175,-27.3842,151.1753,-33.9399,2531,372386
DARWIN,MELBOURNE,2011,11,130.8767,-12.4147,144.843,-37.6733,146,19890
DARWIN,PERTH,2011,11,130.8767,-12.4147,115.9672,-31.9403,133,12247
DARWIN,SYDNEY,2011,11,130.8767,-12.4147,151.1753,-33.9399,0,0
HOBART,MELBOURNE,2011,11,147.51,-42.8361,144.843,-37.6733,665,92771
HOBART,SYDNEY,2011,11,147.51,-42.8361,151.1753,-33.9399,299,41613
MELBOURNE,PERTH,2011,11,144.843,-37.6733,115.9672,-31.9403,911,155325
MELBOURNE,SYDNEY,2011,11,144.843,-37.6733,151.1753,-33.9399,4386,663985
PERTH,SYDNEY,2011,11,115.9672,-31.9403,151.1753,-33.9399,785,152988
ADELAIDE,BRISBANE,2011,12,138.5306,-34.945,153.1175,-27.3842,465,57926
ADELAIDE,MELBOURNE,2011,12,138.5306,-34.945,144.843,-37.6733,1426,166317
ADELAIDE,PERTH,2011,12,138.5306,-34.945,115.9672,-31.9403,435,51317
ADELAIDE,SYDNEY,2011,12,138.5306,-34.945,151.1753,-33.9399,1080,145918
BRISBANE,DARWIN,2011,12,153.1175,-27.3842,130.8767,-12.4147,188,28949
BRISBANE,HOBART,2011,12,153.1175,-27.3842,147.51,-42.8361,0,0
BRISBANE,MELBOURNE,2011,12,153.1175,-27.3842,144.843,-37.6733,2168,279043
BRISBANE,PERTH,2011,12,153.1175,-27.3842,115.9672,-31.9403,457,82318
BRISBANE,SYDNEY,2011,12,153.1175,-27.3842,151.1753,-33.9399,2627,379968
DARWIN,MELBOURNE,2011,12,130.8767,-12.4147,144.843,-37.6733,157,22105
DARWIN,PERTH,2011,12,130.8767,-12.4147,115.9672,-31.9403,136,12969
DARWIN,SYDNEY,2011,12,130.8767,-12.4147,151.1753,-33.9399,0,0
HOBART,MELBOURNE,2011,12,147.51,-42.8361,144.843,-37.6733,744,101155
HOBART,SYDNEY,2011,12,147.51,-42.8361,151.1753,-33.9399,331,47076
MELBOURNE,PERTH,2011,12,144.843,-37.6733,115.9672,-31.9403,999,163799
MELBOURNE,SYDNEY,2011,12,144.843,-37.6733,151.1753,-33.9399,4304,632233
PERTH,SYDNEY,2011,12,115.9672,-31.9403,151.1753,-33.9399,802,159335
ADELAIDE,BRISBANE,2012,1,138.5306,-34.945,153.1175,-27.3842,455,59214
ADELAIDE,MELBOURNE,2012,1,138.5306,-34.945,144.843,-37.6733,1430,169390
ADELAIDE,PERTH,2012,1,138.5306,-34.945,115.9672,-31.9403,449,52491
ADELAIDE,SYDNEY,2012,1,138.5306,-34.945,151.1753,-33.9399,1058,144489
BRISBANE,DARWIN,2012,1,153.1175,-27.3842,130.8767,-12.4147,184,27683
BRISBANE,HOBART,2012,1,153.1175,-27.3842,147.51,-42.8361,0,0
BRISBANE,MELBOURNE,2012,1,153.1175,-27.3842,144.843,-37.6733,2112,276083
BRISBANE,PERTH,2012,1,153.1175,-27.3842,115.9672,-31.9403,452,80967
BRISBANE,SYDNEY,2012,1,153.1175,-27.3842,151.1753,-33.9399,2460,339757
DARWIN,MELBOURNE,2012,1,130.8767,-12.4147,144.843,-37.6733,177,24033
DARWIN,PERTH,2012,1,130.8767,-12.4147,115.9672,-31.9403,137,12232
DARWIN,SYDNEY,2012,1,130.8767,-12.4147,151.1753,-33.9399,0,0
HOBART,MELBOURNE,2012,1,147.51,-42.8361,144.843,-37.6733,813,109368
HOBART,SYDNEY,2012,1,147.51,-42.8361,151.1753,-33.9399,367,53539
MELBOURNE,PERTH,2012,1,144.843,-37.6733,115.9672,-31.9403,1064,173628
MELBOURNE,SYDNEY,2012,1,144.843,-37.6733,151.1753,-33.9399,4094,617598
PERTH,SYDNEY,2012,1,115.9672,-31.9403,151.1753,-33.9399,795,157747
ADELAIDE,BRISBANE,2012,2,138.5306,-34.945,153.1175,-27.3842,427,51219
ADELAIDE,MELBOURNE,2012,2,138.5306,-34.945,144.843,-37.6733,1410,164954
ADELAIDE,PERTH,2012,2,138.5306,-34.945,115.9672,-31.9403,416,47452
ADELAIDE,SYDNEY,2012,2,138.5306,-34.945,151.1753,-33.9399,991,131271
BRISBANE,DARWIN,2012,2,153.1175,-27.3842,130.8767,-12.4147,172,24402
BRISBANE,HOBART,2012,2,153.1175,-27.3842,147.51,-42.8361,0,0
BRISBANE,MELBOURNE,2012,2,153.1175,-27.3842,144.843,-37.6733,1953,221348
BRISBANE,PERTH,2012,2,153.1175,-27.3842,115.9672,-31.9403,413,68373
BRISBANE,SYDNEY,2012,2,153.1175,-27.3842,151.1753,-33.9399,2532,328523
DARWIN,MELBOURNE,2012,2,130.8767,-12.4147,144.843,-37.6733,142,17462
DARWIN,PERTH,2012,2,130.8767,-12.4147,115.9672,-31.9403,121,9552
DARWIN,SYDNEY,2012,2,130.8767,-12.4147,151.1753,-33.9399,0,0
HOBART,MELBOURNE,2012,2,147.51,-42.8361,144.843,-37.6733,737,98408
HOBART,SYDNEY,2012,2,147.51,-42.8361,151.1753,-33.9399,291,40252
MELBOURNE,PERTH,2012,2,144.843,-37.6733,115.9672,-31.9403,956,146806
MELBOURNE,SYDNEY,2012,2,144.843,-37.6733,151.1753,-33.9399,4345,627385
PERTH,SYDNEY,2012,2,115.9672,-31.9403,151.1753,-33.9399,754,135961
ADELAIDE,BRISBANE,2012,3,138.5306,-34.945,153.1175,-27.3842,492,59427
ADELAIDE,MELBOURNE,2012,3,138.5306,-34.945,144.843,-37.6733,1500,183430
ADELAIDE,PERTH,2012,3,138.5306,-34.945,115.9672,-31.9403,447,53788
ADELAIDE,SYDNEY,2012,3,138.5306,-34.945,151.1753,-33.9399,1076,152778
BRISBANE,DARWIN,2012,3,153.1175,-27.3842,130.8767,-12.4147,183,27923
BRISBANE,HOBART,2012,3,153.1175,-27.3842,147.51,-42.8361,0,0
BRISBANE,MELBOURNE,2012,3,153.1175,-27.3842,144.843,-37.6733,2095,260468
BRISBANE,PERTH,2012,3,153.1175,-27.3842,115.9672,-31.9403,434,79059
BRISBANE,SYDNEY,2012,3,153.1175,-27.3842,151.1753,-33.9399,2696,366337
DARWIN,MELBOURNE,2012,3,130.8767,-12.4147,144.843,-37.6733,162,19435
DARWIN,PERTH,2012,3,130.8767,-12.4147,115.9672,-31.9403,128,11472
DARWIN,SYDNEY,2012,3,130.8767,-12.4147,151.1753,-33.9399,0,0
HOBART,MELBOURNE,2012,3,147.51,-42.8361,144.843,-37.6733,786,107820
HOBART,SYDNEY,2012,3,147.51,-42.8361,151.1753,-33.9399,308,41155
MELBOURNE,PERTH,2012,3,144.843,-37.6733,115.9672,-31.9403,1089,169779
MELBOURNE,SYDNEY,2012,3,144.843,-37.6733,151.1753,-33.9399,4650,694412
PERTH,SYDNEY,2012,3,115.9672,-31.9403,151.1753,-33.9399,806,155793
ADELAIDE,BRISBANE,2012,4,138.5306,-34.945,153.1175,-27.3842,449,57246
ADELAIDE,MELBOURNE,2012,4,138.5306,-34.945,144.843,-37.6733,1438,175245
ADELAIDE,PERTH,2012,4,138.5306,-34.945,115.9672,-31.9403,450,50607
ADELAIDE,SYDNEY,2012,4,138.5306,-34.945,151.1753,-33.9399,1089,147962
BRISBANE,DARWIN,2012,4,153.1175,-27.3842,130.8767,-12.4147,192,30566
BRISBANE,HOBART,2012,4,153.1175,-27.3842,147.51,-42.8361,0,0
BRISBANE,MELBOURNE,2012,4,153.1175,-27.3842,144.843,-37.6733,2006,263738
BRISBANE,PERTH,2012,4,153.1175,-27.3842,115.9672,-31.9403,437,80272
BRISBANE,SYDNEY,2012,4,153.1175,-27.3842,151.1753,-33.9399,2555,355350
DARWIN,MELBOURNE,2012,4,130.8767,-12.4147,144.843,-37.6733,162,22924
DARWIN,PERTH,2012,4,130.8767,-12.4147,115.9672,-31.9403,124,13427
DARWIN,SYDNEY,2012,4,130.8767,-12.4147,151.1753,-33.9399,0,0
HOBART,MELBOURNE,2012,4,147.51,-42.8361,144.843,-37.6733,696,99182
HOBART,SYDNEY,2012,4,147.51,-42.8361,151.1753,-33.9399,295,37908
MELBOURNE,PERTH,2012,4,144.843,-37.6733,115.9672,-31.9403,1075,170743
MELBOURNE,SYDNEY,2012,4,144.843,-37.6733,151.1753,-33.9399,4543,646052
PERTH,SYDNEY,2012,4,115.9672,-31.9403,151.1753,-33.9399,776,151328
ADELAIDE,BRISBANE,2012,5,138.5306,-34.945,153.1175,-27.3842,447,57818
ADELAIDE,MELBOURNE,2012,5,138.5306,-34.945,144.843,-37.6733,1421,174404
ADELAIDE,PERTH,2012,5,138.5306,-34.945,115.9672,-31.9403,419,50432
ADELAIDE,SYDNEY,2012,5,138.5306,-34.945,151.1753,-33.9399,1081,141441
BRISBANE,DARWIN,2012,5,153.1175,-27.3842,130.8767,-12.4147,187,32809
BRISBANE,HOBART,2012,5,153.1175,-27.3842,147.51,-42.8361,0,0
BRISBANE,MELBOURNE,2012,5,153.1175,-27.3842,144.843,-37.6733,1924,252292
BRISBANE,PERTH,2012,5,153.1175,-27.3842,115.9672,-31.9403,407,73015
BRISBANE,SYDNEY,2012,5,153.1175,-27.3842,151.1753,-33.9399,2526,348948
DARWIN,MELBOURNE,2012,5,130.8767,-12.4147,144.843,-37.6733,151,22450
DARWIN,PERTH,2012,5,130.8767,-12.4147,115.9672,-31.9403,121,13983
DARWIN,SYDNEY,2012,5,130.8767,-12.4147,151.1753,-33.9399,222,29938
HOBART,MELBOURNE,2012,5,147.51,-42.8361,144.843,-37.6733,697,91502
HOBART,SYDNEY,2012,5,147.51,-42.8361,151.1753,-33.9399,292,33401
MELBOURNE,PERTH,2012,5,144.843,-37.6733,115.9672,-31.9403,1063,162945
MELBOURNE,SYDNEY,2012,5,144.843,-37.6733,151.1753,-33.9399,4598,650671
PERTH,SYDNEY,2012,5,115.9672,-31.9403,151.1753,-33.9399,769,144619
ADELAIDE,BRISBANE,2012,6,138.5306,-34.945,153.1175,-27.3842,431,54463
ADELAIDE,MELBOURNE,2012,6,138.5306,-34.945,144.843,-37.6733,1357,164629
ADELAIDE,PERTH,2012,6,138.5306,-34.945,115.9672,-31.9403,423,46730
ADELAIDE,SYDNEY,2012,6,138.5306,-34.945,151.1753,-33.9399,1028,130120
BRISBANE,DARWIN,2012,6,153.1175,-27.3842,130.8767,-12.4147,186,34501
BRISBANE,HOBART,2012,6,153.1175,-27.3842,147.51,-42.8361,0,0
BRISBANE,MELBOURNE,2012,6,153.1175,-27.3842,144.843,-37.6733,1822,245784
BRISBANE,PERTH,2012,6,153.1175,-27.3842,115.9672,-31.9403,401,70579
BRISBANE,SYDNEY,2012,6,153.1175,-27.3842,151.1753,-33.9399,2374,340677
DARWIN,MELBOURNE,2012,6,130.8767,-12.4147,144.843,-37.6733,157,25209
DARWIN,PERTH,2012,6,130.8767,-12.4147,115.9672,-31.9403,114,15014
DARWIN,SYDNEY,2012,6,130.8767,-12.4147,151.1753,-33.9399,231,37219
HOBART,MELBOURNE,2012,6,147.51,-42.8361,144.843,-37.6733,672,88596
HOBART,SYDNEY,2012,6,147.51,-42.8361,151.1753,-33.9399,286,31323
MELBOURNE,PERTH,2012,6,144.843,-37.6733,115.9672,-31.9403,1046,167476
MELBOURNE,SYDNEY,2012,6,144.843,-37.6733,151.1753,-33.9399,4308,616276
PERTH,SYDNEY,2012,6,115.9672,-31.9403,151.1753,-33.9399,746,137397
ADELAIDE,BRISBANE,2012,7,138.5306,-34.945,153.1175,-27.3842,530,63257
ADELAIDE,MELBOURNE,2012,7,138.5306,-34.945,144.843,-37.6733,1488,177596
ADELAIDE,PERTH,2012,7,138.5306,-34.945,115.9672,-31.9403,466,53059
ADELAIDE,SYDNEY,2012,7,138.5306,-34.945,151.1753,-33.9399,1157,147454
BRISBANE,DARWIN,2012,7,153.1175,-27.3842,130.8767,-12.4147,202,36667
BRISBANE,HOBART,2012,7,153.1175,-27.3842,147.51,-42.8361,0,0
BRISBANE,MELBOURNE,2012,7,153.1175,-27.3842,144.843,-37.6733,2116,279197
BRISBANE,PERTH,2012,7,153.1175,-27.3842,115.9672,-31.9403,452,79915
BRISBANE,SYDNEY,2012,7,153.1175,-27.3842,151.1753,-33.9399,2704,377567
DARWIN,MELBOURNE,2012,7,130.8767,-12.4147,144.843,-37.6733,190,31309
DARWIN,PERTH,2012,7,130.8767,-12.4147,115.9672,-31.9403,120,16667
DARWIN,SYDNEY,2012,7,130.8767,-12.4147,151.1753,-33.9399,273,44614
HOBART,MELBOURNE,2012,7,147.51,-42.8361,144.843,-37.6733,719,92944
HOBART,SYDNEY,2012,7,147.51,-42.8361,151.1753,-33.9399,304,32582
MELBOURNE,PERTH,2012,7,144.843,-37.6733,115.9672,-31.9403,1197,190629
MELBOURNE,SYDNEY,2012,7,144.843,-37.6733,151.1753,-33.9399,4880,690121
PERTH,SYDNEY,2012,7,115.9672,-31.9403,151.1753,-33.9399,819,155018
ADELAIDE,BRISBANE,2012,8,138.5306,-34.945,153.1175,-27.3842,531,62679
ADELAIDE,MELBOURNE,2012,8,138.5306,-34.945,144.843,-37.6733,1487,170094
ADELAIDE,PERTH,2012,8,138.5306,-34.945,115.9672,-31.9403,443,49842
ADELAIDE,SYDNEY,2012,8,138.5306,-34.945,151.1753,-33.9399,1158,141791
BRISBANE,DARWIN,2012,8,153.1175,-27.3842,130.8767,-12.4147,203,33914
BRISBANE,HOBART,2012,8,153.1175,-27.3842,147.51,-42.8361,0,0
BRISBANE,MELBOURNE,2012,8,153.1175,-27.3842,144.843,-37.6733,2090,272175
BRISBANE,PERTH,2012,8,153.1175,-27.3842,115.9672,-31.9403,450,76747
BRISBANE,SYDNEY,2012,8,153.1175,-27.3842,151.1753,-33.9399,2861,377380
DARWIN,MELBOURNE,2012,8,130.8767,-12.4147,144.843,-37.6733,174,27430
DARWIN,PERTH,2012,8,130.8767,-12.4147,115.9672,-31.9403,120,15474
DARWIN,SYDNEY,2012,8,130.8767,-12.4147,151.1753,-33.9399,258,38002
HOBART,MELBOURNE,2012,8,147.51,-42.8361,144.843,-37.6733,703,92452
HOBART,SYDNEY,2012,8,147.51,-42.8361,151.1753,-33.9399,315,32926
MELBOURNE,PERTH,2012,8,144.843,-37.6733,115.9672,-31.9403,1123,177653
MELBOURNE,SYDNEY,2012,8,144.843,-37.6733,151.1753,-33.9399,4944,704853
PERTH,SYDNEY,2012,8,115.9672,-31.9403,151.1753,-33.9399,792,146091
ADELAIDE,BRISBANE,2012,9,138.5306,-34.945,153.1175,-27.3842,507,65183
ADELAIDE,MELBOURNE,2012,9,138.5306,-34.945,144.843,-37.6733,1437,169225
ADELAIDE,PERTH,2012,9,138.5306,-34.945,115.9672,-31.9403,445,54649
ADELAIDE,SYDNEY,2012,9,138.5306,-34.945,151.1753,-33.9399,1106,148393
BRISBANE,DARWIN,2012,9,153.1175,-27.3842,130.8767,-12.4147,195,32029
BRISBANE,HOBART,2012,9,153.1175,-27.3842,147.51,-42.8361,0,0
BRISBANE,MELBOURNE,2012,9,153.1175,-27.3842,144.843,-37.6733,2015,272299
BRISBANE,PERTH,2012,9,153.1175,-27.3842,115.9672,-31.9403,441,79348
BRISBANE,SYDNEY,2012,9,153.1175,-27.3842,151.1753,-33.9399,2856,384972
DARWIN,MELBOURNE,2012,9,130.8767,-12.4147,144.843,-37.6733,170,24945
DARWIN,PERTH,2012,9,130.8767,-12.4147,115.9672,-31.9403,114,14261
DARWIN,SYDNEY,2012,9,130.8767,-12.4147,151.1753,-33.9399,230,32076
HOBART,MELBOURNE,2012,9,147.51,-42.8361,144.843,-37.6733,719,99460
HOBART,SYDNEY,2012,9,147.51,-42.8361,151.1753,-33.9399,348,39202
MELBOURNE,PERTH,2012,9,144.843,-37.6733,115.9672,-31.9403,1120,180662
MELBOURNE,SYDNEY,2012,9,144.843,-37.6733,151.1753,-33.9399,4850,683316
PERTH,SYDNEY,2012,9,115.9672,-31.9403,151.1753,-33.9399,750,150250
